created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8,latitude,longitude,elevation,status
2020-10-04 19:44:53 UTC,4897,11.3,14.5,29.96,1004.95623748,0.0118510696338,4.66909478005,3.67859975749,20.4390612461,,,,
2020-10-04 19:45:15 UTC,4898,11.4,13.7,29.98,1004.96359742,0.0118137425741,4.64987322737,3.67859975749,20.3745156453,,,,
2020-10-04 19:45:37 UTC,4899,11.5,13.2,29.99,1004.98203933,0.0121209948854,4.80522588935,3.69407970862,20.9905239053,,,,
2020-10-04 19:45:59 UTC,4900,12.1,20.9,30.0,1005.00048132,0.0121730587823,4.80522588935,3.68786457658,20.6336592434,,,,
2020-10-04 19:46:21 UTC,4901,12.1,14.4,29.99,1004.93857781,0.0121076951936,4.80522588935,3.68322349963,20.0188280782,,,,
2020-10-04 19:46:43 UTC,4902,12.0,15.1,29.99,1004.88062921,0.0121463204694,4.82293025492,3.68168032799,19.8779210465,,,,
2020-10-04 19:47:05 UTC,4903,9.8,11.1,30.01,1004.94621961,0.0121610163901,4.80522588935,3.67875360334,19.9482772729,,,,
2020-10-04 19:47:27 UTC,4904,12.4,15.0,30.02,1004.95386081,0.0121209948854,4.785608507,3.67721600961,19.6680156154,,,,
2020-10-04 19:47:49 UTC,4905,10.5,13.7,30.07,1004.98729795,0.0121985363199,4.80522588935,3.67169656629,19.6680156154,,,,
2020-10-04 19:48:11 UTC,4906,12.3,14.5,30.12,1004.88346798,0.0121076951936,4.74654426391,3.66407185046,19.3220254972,,,,
2020-10-04 19:48:33 UTC,4907,12.9,18.2,30.14,1004.92036628,0.0120944158312,4.70770664808,3.66255264005,18.9808054684,,,,
2020-10-04 19:48:55 UTC,4908,11.8,13.2,30.18,1004.91742883,0.0120020257479,4.61159833795,3.65800645023,18.6777430819,,,,
2020-10-04 19:49:17 UTC,4909,12.6,19.7,30.1,1004.95568074,0.0120811567531,4.61159833795,3.6489654368,18.4778062607,,,,
2020-10-04 19:49:39 UTC,4910,11.6,23.8,30.04,1004.9254126,0.0118872649091,4.49998664375,3.64297602875,17.344462376,,,,
2020-10-04 19:50:01 UTC,4911,13.9,17.9,29.92,1004.92250587,0.0116610039758,4.39582954769,3.62739753795,16.7830409933,,,,
2020-10-04 19:50:23 UTC,4912,12.4,15.7,29.76,1004.92610336,0.0116270143575,4.35904689278,3.62739753795,16.5380915746,,,,
2020-10-04 19:50:45 UTC,4913,11.8,14.8,29.65,1004.97018362,0.0115919101348,4.3224819778,3.61420930719,16.4772892534,,,,
2020-10-04 19:51:06 UTC,4914,11.9,14.1,29.62,1004.95173621,0.0115544604794,4.3224819778,3.61566718725,16.5380915746,,,,
2020-10-04 19:51:32 UTC,4915,11.5,14.1,29.36,1004.94512809,0.0116031776684,4.25000196164,3.62005203309,16.4227153012,,,,
2020-10-04 19:55:55 UTC,4916,10.3,14.7,29.19,1004.92251877,0.0111035898713,4.07255303772,3.60189251929,14.9899661109,,,,
2020-10-04 19:56:18 UTC,4917,11.2,23.2,29.42,1004.87393646,0.011347789946,4.34073727112,3.63478996696,16.4772892534,,,,
2020-10-04 19:56:40 UTC,4918,11.4,41.5,29.51,1004.93413868,0.0114677237593,4.37741094938,3.63478996696,16.4772892534,,,,
2020-10-04 19:57:02 UTC,4919,11.5,30.5,29.47,1004.84670814,0.0114677237593,4.39582954769,3.64148340645,16.968590978,,,,
2020-10-04 19:57:23 UTC,4920,10.8,20.4,29.53,1004.86261016,0.0114308250883,4.4328307973,3.64148340645,16.7830409933,,,,
2020-10-04 19:57:46 UTC,4921,10.3,25.3,29.67,1004.84411634,0.0114911777031,4.4328307973,3.64297602875,16.9065651705,,,,
2020-10-04 19:58:07 UTC,4922,10.4,18.7,29.65,1004.87649186,0.0114554060261,4.46631952901,3.64746524433,17.0307931152,,,,
2020-10-04 19:58:29 UTC,4923,10.3,19.6,29.67,1004.88386601,0.0114800597206,4.49998664375,3.65649486296,17.2184613952,,,,
2020-10-04 19:58:52 UTC,4924,10.1,24.6,29.68,1004.84808327,0.0115047864843,4.51688729114,3.64447054163,17.155727934,,,,
2020-10-04 19:59:14 UTC,4925,11.5,29.2,29.74,1004.86053197,0.0115906591184,4.53571837195,3.65951994128,17.4077306796,,,,
2020-10-04 19:59:36 UTC,4926,11.5,22.1,29.71,1004.84891336,0.0115544604794,4.48313074925,3.65046752509,17.2184613952,,,,
2020-10-04 19:59:58 UTC,4927,11.4,24.3,29.79,1004.85082461,0.0114800597206,4.49998664375,3.65649486296,17.4077306796,,,,
2020-10-04 20:00:20 UTC,4928,12.0,23.7,29.82,1004.8439797,0.0114431064821,4.51688729114,3.65800645023,17.5794506502,,,,
2020-10-04 20:00:42 UTC,4929,10.5,32.8,29.83,1004.82636282,0.0114185618058,4.49998664375,3.65649486296,17.4077306796,,,,
2020-10-04 20:01:04 UTC,4930,11.1,21.4,29.86,1004.82688993,0.0115420143233,4.61159833795,3.66711599999,18.0177663554,,,,
2020-10-04 20:01:26 UTC,4931,11.8,26.3,29.86,1004.79421897,0.0115544604794,4.61159833795,3.67016779679,17.8233570321,,,,
2020-10-04 20:01:48 UTC,4932,9.9,18.9,29.94,1004.83243791,0.0115781591891,4.61159833795,3.66407185046,17.6946596836,,,,
2020-10-04 20:02:10 UTC,4933,10.5,25.5,29.99,1004.77184433,0.0115906591184,4.61159833795,3.66407185046,17.8233570321,,,,
2020-10-04 20:02:32 UTC,4934,10.4,20.6,30.03,1004.73652096,0.0116496588761,4.68837255046,3.68322349963,18.0177663554,,,,
2020-10-04 20:02:54 UTC,4935,10.4,20.8,30.02,1004.75103139,0.0116383290132,4.70770664808,3.66864094181,18.0177663554,,,,
2020-10-04 20:03:17 UTC,4936,10.3,25.0,30.04,1004.70411807,0.0116157148793,4.70770664808,3.67169656629,17.8233570321,,,,
2020-10-04 20:03:58 UTC,4937,11.4,22.0,30.1,1004.77811768,0.0115669251401,4.63070778306,3.67169656629,18.0177663554,,,,
2020-10-04 20:04:22 UTC,4938,10.9,17.3,30.05,1004.75524055,0.0115047864843,4.61159833795,3.68476859736,17.8879779676,,,,
2020-10-04 20:04:44 UTC,4939,10.1,25.3,30.09,1004.73070407,0.0116157148793,4.72709718262,3.68631562255,18.0829346077,,,,
2020-10-04 20:05:06 UTC,4940,10.3,17.9,30.09,1004.70541236,0.0115669251401,4.70770664808,3.67859975749,18.0177663554,,,,
2020-10-04 20:05:27 UTC,4941,10.8,19.3,30.13,1004.70644016,0.0116019249743,4.70770664808,3.68941546082,17.7589177368,,,,
2020-10-04 20:05:49 UTC,4942,10.5,13.8,30.13,1004.76808794,0.0114554060261,4.64987322737,3.68029311919,17.4648252432,,,,
2020-10-04 20:06:11 UTC,4943,10.3,11.6,30.18,1004.72192322,0.0114554060261,4.68837255046,3.68631562255,17.6946596836,,,,
2020-10-04 20:06:33 UTC,4944,9.9,18.9,30.15,1004.68137297,0.0115171773654,4.76604800197,3.69407970862,18.0177663554,,,,
2020-10-04 20:06:55 UTC,4945,10.4,22.6,30.12,1004.75677014,0.0114185618058,4.70770664808,3.68476859736,18.0177663554,,,,
2020-10-04 20:07:17 UTC,4946,10.0,14.9,30.11,1004.74939642,0.0114554060261,4.785608507,3.68476859736,18.0177663554,,,,
2020-10-04 20:07:39 UTC,4947,11.4,19.4,30.15,1004.67059744,0.0114800597206,4.80522588935,3.69252302546,18.0177663554,,,,
2020-10-04 20:08:01 UTC,4948,11.5,24.4,30.16,1004.7685734,0.0115171773654,4.80522588935,3.69252302546,18.0177663554,,,,
2020-10-04 20:08:23 UTC,4949,11.3,16.4,30.1,1004.78180471,0.0114554060261,4.72709718262,3.69407970862,18.1482861002,,,,
2020-10-04 20:08:45 UTC,4950,9.7,16.6,30.12,1004.69509685,0.0114924139491,4.80522588935,3.68631562255,17.9527809422,,,,
2020-10-04 20:09:12 UTC,4951,9.7,15.4,30.14,1004.65242059,0.0114924139491,4.80522588935,3.69252302546,18.0177663554,,,,
2020-10-04 20:09:34 UTC,4952,10.5,23.0,30.15,1004.68849085,0.0113247369993,4.70770664808,3.69252302546,17.5220651375,,,,
2020-10-04 20:09:56 UTC,4953,9.2,12.9,30.2,1004.71874452,0.0113831003495,4.80522588935,3.7033035877,18.1482861002,,,,
2020-10-04 20:10:18 UTC,4954,11.5,24.4,30.25,1004.69073694,0.0115906591184,4.89421093442,3.70754723718,18.4115325227,,,,
2020-10-04 20:10:40 UTC,4955,11.1,39.4,30.25,1004.71972281,0.0113587322384,4.80522588935,3.69407970862,18.3454440423,,,,
2020-10-04 20:11:02 UTC,4956,10.2,15.3,30.19,1004.63891367,0.0114308250883,4.89421093442,3.71212104776,18.544265662,,,,
2020-10-04 20:11:23 UTC,4957,10.4,15.8,30.24,1004.69048588,0.0113709073326,4.84068086136,3.69407970862,18.3454440423,,,,
2020-10-04 20:11:45 UTC,4958,10.3,21.9,30.24,1004.69417187,0.011347789946,4.85847778945,3.70189218848,18.544265662,,,,
2020-10-04 20:12:07 UTC,4959,9.8,18.0,30.3,1004.69882494,0.0113696890173,4.89421093442,3.69719888359,18.6777430819,,,,
2020-10-04 20:12:29 UTC,4960,10.0,24.3,30.33,1004.72143623,0.0113126296643,4.89421093442,3.69876137816,18.3454440423,,,,
2020-10-04 20:12:51 UTC,4961,11.0,15.5,30.35,1004.74326684,0.0113587322384,4.91414312238,3.70754723718,18.738051611,,,,
2020-10-04 20:13:13 UTC,4962,10.5,15.7,30.39,1004.69364035,0.011406316596,4.91414312238,3.70896494104,19.0486703584,,,,
2020-10-04 20:13:35 UTC,4963,11.0,24.1,30.37,1004.73692026,0.0114431064821,4.95418040648,3.70896494104,19.1167243927,,,,
2020-10-04 20:13:57 UTC,4964,10.9,22.8,30.39,1004.70076585,0.0113940894203,4.97428572609,3.70754723718,18.9808054684,,,,
2020-10-04 20:14:19 UTC,4965,10.7,18.2,30.4,1004.76296507,0.0113368621125,4.95418040648,3.7033035877,18.9198884447,,,,
2020-10-04 20:14:41 UTC,4966,10.8,19.3,30.43,1004.72705218,0.0114308250883,4.99444898,3.71528496197,18.9808054684,,,,
2020-10-04 20:15:02 UTC,4967,11.3,17.8,30.45,1004.75653425,0.011406316596,5.01467028039,3.71212104776,18.7985118153,,,,
2020-10-04 20:15:24 UTC,4968,11.7,15.6,30.34,1004.77597821,0.0114677237593,4.99444898,3.71528496197,19.3220254972,,,,
2020-10-04 20:15:48 UTC,4969,10.3,21.0,30.37,1004.80202726,0.0114554060261,5.03494973961,3.71212104776,19.1849679844,,,,
2020-10-04 20:16:10 UTC,4970,10.7,17.7,30.39,1004.79511361,0.0116157148793,5.13722336232,3.71212104776,19.3908402488,,,,
2020-10-04 20:16:32 UTC,4971,9.8,20.6,30.38,1004.80199125,0.0115669251401,5.09613819626,3.70896494104,19.3220254972,,,,
2020-10-04 20:16:54 UTC,4972,10.0,15.5,30.39,1004.83860226,0.0115295866318,5.09613819626,3.70896494104,19.3220254972,,,,
2020-10-04 20:17:16 UTC,4973,9.3,15.2,30.36,1004.75116908,0.0114554060261,5.05528747017,3.70189218848,19.0486703584,,,,
2020-10-04 20:17:38 UTC,4974,9.6,15.3,30.32,1004.84823667,0.0115295866318,5.09613819626,3.70613111103,19.3220254972,,,,
2020-10-04 20:18:00 UTC,4975,10.9,15.2,30.35,1004.82339815,0.0115420143233,5.09613819626,3.70189218848,19.5290438243,,,,
2020-10-04 20:18:22 UTC,4976,12.2,16.8,30.44,1004.86882794,0.0115919101348,5.15785414351,3.69876137816,19.7377906394,,,,
2020-10-04 20:18:44 UTC,4977,10.7,15.9,30.52,1004.75421836,0.0114924139491,5.15785414351,3.69407970862,19.3908402488,,,,
2020-10-04 20:19:07 UTC,4978,10.9,15.4,30.51,1004.80120164,0.011408764194,5.13722336232,3.69563832754,19.5290438243,,,,
2020-10-04 20:19:29 UTC,4979,11.4,18.7,30.53,1004.823554,0.0115047864843,5.15785414351,3.7033035877,19.6680156154,,,,
2020-10-04 20:19:51 UTC,4980,10.6,19.2,30.5,1004.82651399,0.0116144603173,5.26189457923,3.70896494104,20.0188280782,,,,
2020-10-04 20:20:13 UTC,4981,9.8,17.2,30.53,1004.81618374,0.0115420143233,5.30392659822,3.70896494104,20.0188280782,,,,
2020-10-04 20:20:35 UTC,4982,10.8,21.8,30.49,1004.79358918,0.0116862700099,5.30392659822,3.70754723718,20.2316522082,,,,
2020-10-04 20:20:57 UTC,4983,11.4,18.0,30.55,1004.75493749,0.0116622654843,5.39937389018,3.71686985041,20.3745156453,,,,
2020-10-04 20:21:19 UTC,4984,10.2,21.2,30.57,1004.78786139,0.0116862700099,5.30392659822,3.70896494104,20.0895738861,,,,
2020-10-04 20:21:41 UTC,4985,9.9,19.9,30.54,1004.78369751,0.0113356488,5.09613819626,3.69407970862,18.9808054684,,,,
2020-10-04 20:22:03 UTC,4986,10.8,18.7,30.56,1004.79499184,0.011301748232,5.17854387484,3.7033035877,19.7377906394,,,,
2020-10-04 20:22:25 UTC,4987,10.1,16.4,30.56,1004.75149166,0.0112643773533,5.19929267006,3.7033035877,19.6680156154,,,,
2020-10-04 20:22:47 UTC,4988,9.9,15.0,30.58,1004.77359984,0.0114800597206,5.32291892574,3.71212104776,20.160515121,,,,
2020-10-04 20:23:08 UTC,4989,10.5,18.7,30.56,1004.72617615,0.0113843206384,5.26189457923,3.71054201917,20.0895738861,,,,
2020-10-04 20:23:30 UTC,4990,9.6,12.9,30.52,1004.75421836,0.0113709073326,5.19929267006,3.69876137816,19.5290438243,,,,
2020-10-04 20:23:52 UTC,4991,10.3,25.2,30.57,1004.69741349,0.0116031776684,5.39937389018,3.70912256112,20.0188280782,,,,
2020-10-04 20:24:14 UTC,4992,9.9,13.6,30.6,1004.74138959,0.0117128808432,5.36104910903,3.71054201917,19.8779210465,,,,
2020-10-04 20:24:36 UTC,4993,10.7,17.5,30.51,1004.70339492,0.0115295866318,5.46368279644,3.72801892098,20.9905239053,,,,
2020-10-04 20:24:58 UTC,4994,9.2,13.5,30.57,1004.68291318,0.0121209948854,5.82721827658,3.75468095078,22.227962569,,,,
2020-10-04 20:25:20 UTC,4995,11.3,23.2,30.61,1004.64720418,0.0120020257479,5.63784891985,3.72801892098,21.4340725824,,,,
2020-10-04 20:25:42 UTC,4996,11.0,23.9,30.64,1004.57171488,0.0118756140098,5.42289067587,3.70754723718,20.3745156453,,,,
2020-10-04 20:26:05 UTC,4997,10.7,14.9,30.61,1004.61820201,0.0113126296643,5.23887851017,3.69719888359,19.1849679844,,,,
2020-10-04 20:26:27 UTC,4998,9.9,16.4,30.67,1004.65229033,0.0121730587823,5.74646723041,3.73282655754,21.9456195709,,,,
2020-10-04 20:26:49 UTC,4999,10.7,24.3,30.69,1004.64510368,0.0121583425603,5.63784891985,3.71370202822,21.3596417901,,,,
2020-10-04 20:27:10 UTC,5000,11.1,17.0,30.69,1004.64510368,0.0125157366983,5.82721827658,3.73122204348,21.8092868142,,,,
2020-10-04 20:27:32 UTC,5001,10.1,16.0,30.73,1004.64234351,0.0126701869071,5.80695472132,3.72801892098,22.0826212045,,,,
2020-10-04 20:27:59 UTC,5002,10.5,17.1,30.73,1004.63888992,0.0126701869071,5.70417361474,3.71686985041,21.7338344584,,,,
2020-10-04 20:30:17 UTC,5003,10.1,18.4,30.76,1004.57787555,0.0125856111752,5.57207820281,3.7033035877,20.7714663059,,,,
2020-10-04 20:30:39 UTC,5004,9.6,15.6,30.8,1004.64762633,0.0125450174071,5.57207820281,3.70189218848,20.7060996825,,,,
2020-10-04 20:31:01 UTC,5005,10.2,16.5,30.81,1004.68740355,0.0125575957521,5.50685829237,3.69563832754,20.4318816177,,,,
2020-10-04 20:31:23 UTC,5006,10.2,16.2,30.69,1004.70311525,0.0122483645838,5.36104910903,3.68631562255,19.7377906394,,,,
2020-10-04 20:31:45 UTC,5007,9.2,15.8,30.76,1004.52354028,0.0123297738144,5.44218603218,3.69407970862,20.2958433927,,,,
2020-10-04 20:32:07 UTC,5008,11.1,15.3,30.79,1004.58541219,0.0123297738144,5.48524017772,3.69563832754,20.302985574,,,,
2020-10-04 20:32:29 UTC,5009,10.5,17.0,30.74,1004.59906142,0.0124119423924,5.50685829237,3.69563832754,20.302985574,,,,
2020-10-04 20:32:51 UTC,5010,10.5,13.8,30.77,1004.57441987,0.0123968208418,5.42074976875,3.70189218848,20.2316522082,,,,
2020-10-04 20:33:13 UTC,5011,10.0,15.2,30.69,1004.56890604,0.0124243338087,5.48524017772,3.70189218848,20.3745156453,,,,
2020-10-04 20:33:35 UTC,5012,10.1,23.1,30.74,1004.57373662,0.0124505504934,5.48524017772,3.69876137816,20.3745156453,,,,
2020-10-04 20:33:57 UTC,5013,9.7,15.5,30.76,1004.57419255,0.0125436209064,5.48524017772,3.70471656154,20.4390612461,,,,
2020-10-04 20:34:19 UTC,5014,9.9,14.0,30.77,1004.51980059,0.0124893272733,5.44218603218,3.69876137816,20.3745156453,,,,
2020-10-04 20:34:41 UTC,5015,10.4,17.6,30.81,1004.54234779,0.0125450174071,5.50685829237,3.70189218848,20.302985574,,,,
2020-10-04 20:35:03 UTC,5016,9.2,14.2,30.77,1004.56699767,0.0125450174071,5.50685829237,3.70032581266,20.0188280782,,,,
2020-10-04 20:35:25 UTC,5017,10.3,20.0,30.78,1004.51634385,0.0125856111752,5.44218603218,3.70189218848,20.0188280782,,,,
2020-10-04 20:35:47 UTC,5018,10.7,18.3,30.81,1004.48432569,0.0124907152914,5.42074976875,3.69876137816,19.9482772729,,,,
2020-10-04 20:36:09 UTC,5019,10.0,18.0,30.81,1004.51333672,0.0125171288396,5.39937389018,3.69719888359,19.807758976,,,,
2020-10-04 20:36:31 UTC,5020,11.0,18.7,30.86,1004.51048859,0.0124907152914,5.38018713279,3.69407970862,19.6680156154,,,,
2020-10-04 20:36:53 UTC,5021,10.8,15.5,30.88,1004.50747197,0.0124782309188,5.38018713279,3.69563832754,19.4598462187,,,,
2020-10-04 20:37:15 UTC,5022,10.3,13.1,30.91,1004.5297855,0.0123161531531,5.30392659822,3.69096827665,19.3220254972,,,,
2020-10-04 20:37:37 UTC,5023,9.4,21.2,30.96,1004.55593565,0.0125310622236,5.39937389018,3.70189218848,19.4598462187,,,,
2020-10-04 20:37:59 UTC,5024,10.2,12.9,30.93,1004.47955607,0.0125870142524,5.44218603218,3.7033035877,19.807758976,,,,
2020-10-04 20:38:22 UTC,5025,9.3,12.4,30.97,1004.55275567,0.0125436209064,5.42074976875,3.70471656154,19.6680156154,,,,
2020-10-04 20:38:44 UTC,5026,9.6,17.3,30.92,1004.58775492,0.012529667905,5.38018713279,3.70754723718,19.5290438243,,,,
2020-10-04 20:39:06 UTC,5027,10.8,16.4,30.91,1004.55511899,0.0125715924917,5.39937389018,3.70754723718,19.6680156154,,,,
2020-10-04 20:39:28 UTC,5028,10.5,14.4,30.97,1004.60336403,0.0125436209064,5.39937389018,3.70189218848,19.6680156154,,,,
2020-10-04 20:39:50 UTC,5029,10.4,13.5,30.96,1004.59946253,0.0124768448476,5.39937389018,3.69252302546,19.3220254972,,,,
2020-10-04 20:40:12 UTC,5030,10.8,19.1,30.98,1004.57456399,0.0124629960116,5.3419597347,3.69407970862,19.3220254972,,,,
2020-10-04 20:40:34 UTC,5031,10.1,15.0,30.97,1004.6178733,0.0123570784623,5.30392659822,3.69096827665,19.1849679844,,,,
2020-10-04 20:40:56 UTC,5032,10.8,16.9,31.03,1004.63340931,0.0122889749191,5.30392659822,3.69252302546,19.0486703584,,,,
2020-10-04 20:41:18 UTC,5033,10.8,19.6,30.98,1004.60358296,0.0124119423924,5.3419597347,3.69563832754,19.3220254972,,,,
2020-10-04 20:41:40 UTC,5034,11.6,17.5,31.01,1004.662278,0.0121343149519,5.28288077107,3.69407970862,18.9808054684,,,,
2020-10-04 20:42:02 UTC,5035,9.0,15.6,30.98,1004.63260196,0.012041500776,5.19929267006,3.68941546082,18.6109111333,,,,
2020-10-04 20:42:24 UTC,5036,9.2,12.6,31.0,1004.66545838,0.0123707625438,5.28288077107,3.70471656154,18.5376113555,,,,
2020-10-04 20:42:46 UTC,5037,9.7,12.8,30.94,1004.59187832,0.0125185211985,5.50685829237,3.71686985041,19.6680156154,,,,
2020-10-04 20:43:08 UTC,5038,10.0,17.8,30.89,1004.6417202,0.012501827237,5.48524017772,3.70896494104,19.7377906394,,,,
2020-10-04 20:43:30 UTC,5039,9.8,16.5,30.97,1004.64689185,0.0124519324675,5.42074976875,3.70754723718,19.6680156154,,,,
2020-10-04 20:43:52 UTC,5040,9.7,11.9,31.0,1004.62539209,0.0123844678607,5.38018713279,3.70189218848,19.6680156154,,,,
2020-10-04 20:44:14 UTC,5041,9.6,11.8,30.98,1004.68327524,0.0124381224024,5.38018713279,3.70896494104,19.6680156154,,,,
2020-10-04 20:44:36 UTC,5042,10.2,15.0,31.02,1004.66617826,0.0123981944609,5.38018713279,3.70613111103,19.6680156154,,,,
2020-10-04 20:44:58 UTC,5043,9.6,14.5,30.95,1004.61743371,0.012410566638,5.38018713279,3.70613111103,19.6680156154,,,,
2020-10-04 20:45:21 UTC,5044,9.5,15.0,30.99,1004.71251454,0.0124519324675,5.36104910903,3.70189218848,19.7377906394,,,,
2020-10-04 20:45:42 UTC,5045,10.4,15.5,31.0,1004.69079616,0.0123570784623,5.28288077107,3.7062883805,19.6680156154,,,,
2020-10-04 20:46:04 UTC,5046,10.9,17.1,31.05,1004.67001196,0.0123844678607,5.30392659822,3.70613111103,19.7377906394,,,,
2020-10-04 20:46:26 UTC,5047,10.9,20.7,30.98,1004.69064006,0.0123707625438,5.30392659822,3.70189218848,19.5984334836,,,,
2020-10-04 20:46:48 UTC,5048,10.9,18.1,31.01,1004.64776779,0.0122632332262,5.30392659822,3.70471656154,19.5984334836,,,,
2020-10-04 20:47:10 UTC,5049,10.3,15.4,31.02,1004.65166775,0.0123968208418,5.30392659822,3.70471656154,19.5290438243,,,,
2020-10-04 20:47:32 UTC,5050,10.1,26.9,31.02,1004.69151707,0.0123161531531,5.26189457923,3.70896494104,19.5290438243,,,,
2020-10-04 20:47:54 UTC,5051,9.6,12.7,30.99,1004.69454231,0.0123434155683,5.24096790806,3.70896494104,19.5984334836,,,,
2020-10-04 20:48:16 UTC,5052,10.1,18.0,30.95,1004.68997783,0.0122618804893,5.24096790806,3.71054201917,19.4598462187,,,,
2020-10-04 20:48:38 UTC,5053,10.9,17.0,31.0,1004.6472662,0.0122889749191,5.30392659822,3.71686985041,19.6680156154,,,,
2020-10-04 20:49:00 UTC,5054,9.0,11.2,31.02,1004.68068877,0.0122889749191,5.28288077107,3.72163625821,19.6680156154,,,,
2020-10-04 20:49:22 UTC,5055,9.3,12.5,31.05,1004.69160389,0.0123297738144,5.30392659822,3.71686985041,19.5290438243,,,,
2020-10-04 20:49:44 UTC,5056,9.3,13.5,31.02,1004.70970981,0.0124381224024,5.30392659822,3.71686985041,19.6680156154,,,,
2020-10-04 20:50:06 UTC,5057,9.7,13.7,30.99,1004.69800488,0.0124519324675,5.28288077107,3.71686985041,19.807758976,,,,
2020-10-04 20:50:28 UTC,5058,9.9,15.0,31.02,1004.65513197,0.0123434155683,5.28288077107,3.71528496197,19.6680156154,,,,
2020-10-04 20:50:50 UTC,5059,9.2,11.5,31.07,1004.66329733,0.0123025535371,5.28288077107,3.71212104776,19.6680156154,,,,
2020-10-04 20:51:12 UTC,5060,9.2,14.9,30.96,1004.63584503,0.0123570784623,5.22010064309,3.71054201917,19.6680156154,,,,
2020-10-04 20:51:34 UTC,5061,10.5,21.4,31.03,1004.71310884,0.0123161531531,5.26189457923,3.70896494104,19.6680156154,,,,
2020-10-04 20:51:56 UTC,5062,9.6,15.7,31.03,1004.73498412,0.0123570784623,5.28288077107,3.70896494104,19.6680156154,,,,
2020-10-04 20:52:18 UTC,5063,9.6,12.6,31.01,1004.70184311,0.0123434155683,5.26189457923,3.71686985041,19.6680156154,,,,
2020-10-04 20:52:40 UTC,5064,9.7,15.7,31.02,1004.69519929,0.0123161531531,5.28288077107,3.71686985041,19.6680156154,,,,
2020-10-04 20:53:02 UTC,5065,9.9,12.3,31.03,1004.69145202,0.0122889749191,5.22010064309,3.70896494104,19.6680156154,,,,
2020-10-04 20:53:24 UTC,5066,10.2,15.0,31.03,1004.70596271,0.0122483645838,5.19929267006,3.71686985041,19.807758976,,,,
2020-10-04 20:53:46 UTC,5067,9.7,12.9,31.12,1004.68574997,0.0122348694891,5.19929267006,3.71054201917,19.7377906394,,,,
2020-10-04 20:54:08 UTC,5068,10.1,14.1,31.14,1004.72256737,0.0123297738144,5.26189457923,3.71370202822,19.8779210465,,,,
2020-10-04 20:54:30 UTC,5069,9.8,12.1,31.16,1004.72271085,0.0123025535371,5.26189457923,3.71212104776,19.6680156154,,,,
2020-10-04 20:54:52 UTC,5070,9.5,13.1,31.15,1004.64653222,0.0123025535371,5.24096790806,3.71370202822,19.8779210465,,,,
2020-10-04 20:55:14 UTC,5071,9.4,14.5,31.15,1004.76263951,0.0123968208418,5.26189457923,3.71212104776,19.807758976,,,,
2020-10-04 20:55:36 UTC,5072,9.4,12.6,31.14,1004.72256737,0.0123981944609,5.26189457923,3.71370202822,20.0188280782,,,,
2020-10-04 20:55:58 UTC,5073,9.6,11.8,31.14,1004.76214198,0.0123707625438,5.22010064309,3.70896494104,19.807758976,,,,
2020-10-04 20:56:20 UTC,5074,9.7,13.1,31.15,1004.74097617,0.0123981944609,5.26189457923,3.72004549711,19.9482772729,,,,
2020-10-04 20:56:42 UTC,5075,10.2,16.5,31.16,1004.73722456,0.0124796172062,5.22010064309,3.71686985041,19.5984334836,,,,
2020-10-04 20:57:04 UTC,5076,10.1,14.7,31.13,1004.67853117,0.0123844678607,5.22010064309,3.71686985041,19.6680156154,,,,
2020-10-04 20:57:26 UTC,5077,9.3,16.9,31.07,1004.7176617,0.0123707625438,5.22010064309,3.71212104776,19.6680156154,,,,
2020-10-04 20:57:48 UTC,5078,10.1,12.8,31.08,1004.73947105,0.0123981944609,5.28288077107,3.71370202822,19.6680156154,,,,
2020-10-04 20:58:10 UTC,5079,9.3,14.1,31.05,1004.69903403,0.0124643799242,5.24096790806,3.71054201917,19.807758976,,,,
2020-10-04 20:58:32 UTC,5080,10.2,14.0,31.07,1004.69600252,0.0123297738144,5.30392659822,3.71212104776,19.807758976,,,,
2020-10-04 20:58:54 UTC,5081,10.5,14.0,31.06,1004.68474001,0.0123981944609,5.28288077107,3.72322897971,19.9482772729,,,,
2020-10-04 20:59:16 UTC,5082,10.4,14.9,31.04,1004.67715887,0.0124519324675,5.24096790806,3.72163625821,19.6680156154,,,,
2020-10-04 20:59:38 UTC,5083,9.8,16.3,31.07,1004.6994681,0.0123434155683,5.22010064309,3.71845669499,19.807758976,,,,
2020-10-04 21:00:00 UTC,5084,9.5,25.9,31.07,1004.68863857,0.0123434155683,5.30181932865,3.71686985041,19.6680156154,,,,
2020-10-04 21:00:23 UTC,5085,9.6,13.4,31.07,1004.69600252,0.012529667905,5.38018713279,3.72642030966,20.568632732,,,,
2020-10-04 21:00:44 UTC,5086,9.3,11.0,31.1,1004.66394287,0.0127270159958,5.42074976875,3.72482366305,20.7714663059,,,,
2020-10-04 21:01:06 UTC,5087,9.7,16.8,31.14,1004.68957605,0.0127412793949,5.36104910903,3.71212104776,20.7714663059,,,,
2020-10-04 21:01:28 UTC,5088,10.0,12.7,31.13,1004.64950521,0.0127412793949,5.36104910903,3.71686985041,20.5037668374,,,,
2020-10-04 21:01:51 UTC,5089,9.9,11.1,31.13,1004.63159399,0.0127555653478,5.3419597347,3.71212104776,20.5037668374,,,,
2020-10-04 21:02:12 UTC,5090,9.8,14.2,31.21,1004.62216631,0.0128230129914,5.36104910903,3.71054201917,20.4390612461,,,,
